GUC Name,Type,Context,Category,Description,Backing Variable,Flags,ConnMgr Compatible,Risk Level,Reasoning
row_security,bool,PGC_USERSET,CLIENT_CONN_STATEMENT,Enable row security.,row_security,GUC_NOT_IN_SAMPLE|GUC_NO_SHOW_ALL,YES,NONE,PGC_USERSET. No direct C assignments. References are SET commands in pg_dump and pg_backup_archiver. RISK: NONE.
search_path,string,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the schema search order for names that are not schema-qualified.,namespace_search_path,GUC_D|GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_IS_NAME|GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_NOT_IN_SAMPLE|GUC_NOT_WHILE_SEC_REST|GUC_NO_RESET_ALL|GUC_NO_SHOW_ALL|GUC_REPORT,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
segment_size,int,PGC_INTERNAL,PRESET_OPTIONS,Shows the number of pages per disk file.,segment_size,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED|GUC_UNIT_BLOCKS|GUC_UNIT_BYTE|GUC_UNIT_MS|GUC_UNIT_S,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
sepgsql.debug_audit,bool,PGC_USERSET,EXTENSION_CONTRIB,Turn on/off debug audit messages,sepgsql_debug_audit,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
sepgsql.permissive,bool,PGC_SIGHUP,EXTENSION_CONTRIB,Turn on/off permissive mode in SE-PostgreSQL,sepgsql_permissive,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SIGHUP - config file reload. Extension GUC using standard DefineCustom*Variable. Safe.
seq_page_cost,real,PGC_USERSET,QUERY_TUNING_COST,Sets the planner's estimate of the cost of a sequentially fetched disk page.,seq_page_cost,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
server_encoding,string,PGC_INTERNAL,PRESET_OPTIONS,Shows the server (database) character set encoding.,server_encoding_string,GUC_DISALLOW_IN_FILE|GUC_IS_NAME|GUC_NOT_IN_SAMPLE|GUC_NOT_WHILE_SEC_REST|GUC_NO_RESET_ALL|GUC_NO_SHOW_ALL|GUC_REPORT,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
server_version,string,PGC_INTERNAL,PRESET_OPTIONS,Shows the server version.,server_version_string,GUC_DISALLOW_IN_FILE|GUC_IS_NAME|GUC_LIST_INPUT|GUC_NOT_IN_SAMPLE|GUC_NOT_WHILE_SEC_REST|GUC_NO_RESET_ALL|GUC_NO_SHOW_ALL|GUC_REPORT,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
server_version_num,int,PGC_INTERNAL,PRESET_OPTIONS,Shows the server version as an integer.,server_version_num,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_UNIT_BYTE|GUC_UNIT_KB|GUC_UNIT_MS,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
session_authorization,string,PGC_USERSET,UNGROUPED,Sets the session user name.,session_authorization_string,GUC_DISALLOW_IN_FILE|GUC_IS_NAME|GUC_LIST_INPUT|GUC_NOT_IN_SAMPLE|GUC_NOT_WHILE_SEC_REST|GUC_NO_RESET_ALL|GUC_NO_SHOW_ALL|GUC_REPORT|GUC_SUPERUSER_ONLY,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
session_preload_libraries,string,PGC_SUSET,CLIENT_CONN_PRELOAD,Lists shared libraries to preload into each backend.,session_preload_libraries_string,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_IS_NAME|GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_NOT_IN_SAMPLE|GUC_REPORT|GUC_SUPERUSER_ONLY,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
session_replication_role,enum,PGC_SUSET,CLIENT_CONN_STATEMENT,Sets the session's behavior for triggers and rewrite rules.,SessionReplicationRole,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
shared_buffers,int,PGC_POSTMASTER,RESOURCES_MEM,Sets the number of shared memory buffers used by the server.,NBuffers,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED|GUC_UNIT_BLOCKS|GUC_UNIT_MB,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
shared_memory_size,int,PGC_INTERNAL,PRESET_OPTIONS,Shows the size of the server's main shared memory area (rounded up to the nearest MB).,shared_memory_size_mb,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED|GUC_UNIT_BLOCKS|GUC_UNIT_MB,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
shared_memory_size_in_huge_pages,int,PGC_INTERNAL,PRESET_OPTIONS,Shows the number of huge pages needed for the main shared memory area.,shared_memory_size_in_huge_pages,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED|GUC_UNIT_BLOCKS,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
shared_memory_type,enum,PGC_POSTMASTER,RESOURCES_MEM,Selects the shared memory implementation used for the main shared memory region.,shared_memory_type,,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
shared_preload_libraries,string,PGC_POSTMASTER,CLIENT_CONN_PRELOAD,Lists shared libraries to preload into server.,shared_preload_libraries_string,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_IS_NAME|GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_NOT_IN_SAMPLE|GUC_REPORT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
ssl,bool,PGC_SIGHUP,CONN_AUTH_SSL,Enables SSL connections.,EnableSSL,,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
ssl_ca_file,string,PGC_SIGHUP,CONN_AUTH_SSL,Location of the SSL certificate authority file.,ssl_ca_file,GUC_LIST_INPUT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
ssl_cert_file,string,PGC_SIGHUP,CONN_AUTH_SSL,Location of the SSL server certificate file.,ssl_cert_file,GUC_LIST_INPUT,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
ssl_ciphers,string,PGC_SIGHUP,CONN_AUTH_SSL,Sets the list of allowed SSL ciphers.,SSLCipherSuites,GUC_IS_NAME|GUC_NOT_IN_SAMPLE|GUC_REPORT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
ssl_crl_dir,string,PGC_SIGHUP,CONN_AUTH_SSL,Location of the SSL certificate revocation list directory.,ssl_crl_dir,GUC_LIST_INPUT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
ssl_crl_file,string,PGC_SIGHUP,CONN_AUTH_SSL,Location of the SSL certificate revocation list file.,ssl_crl_file,GUC_LIST_INPUT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
ssl_dh_params_file,string,PGC_SIGHUP,CONN_AUTH_SSL,Location of the SSL DH parameters file.,ssl_dh_params_file,GUC_IS_NAME|GUC_LIST_INPUT|GUC_NOT_IN_SAMPLE|GUC_REPORT|GUC_SUPERUSE|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
ssl_ecdh_curve,string,PGC_SIGHUP,CONN_AUTH_SSL,Sets the curve to use for ECDH.,SSLECDHCurve,GUC_IS_NAME|GUC_LIST_INPUT|GUC_NOT_IN_SAMPLE|GUC_REPORT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
ssl_key_file,string,PGC_SIGHUP,CONN_AUTH_SSL,Location of the SSL server private key file.,ssl_key_file,GUC_LIST_INPUT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
ssl_library,string,PGC_INTERNAL,PRESET_OPTIONS,Shows the name of the SSL library.,ssl_library,GUC_DISALLOW_IN_FILE|GUC_LIST_INPUT|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
ssl_max_protocol_version,enum,PGC_SIGHUP,CONN_AUTH_SSL,Sets the maximum SSL/TLS protocol version to use.,ssl_max_protocol_version,GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
ssl_min_protocol_version,enum,PGC_SIGHUP,CONN_AUTH_SSL,Sets the minimum SSL/TLS protocol version to use.,ssl_min_protocol_version,GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
ssl_passphrase_command,string,PGC_SIGHUP,CONN_AUTH_SSL,Command to obtain passphrases for SSL.,ssl_passphrase_command,GUC_IS_NAME|GUC_LIST_INPUT|GUC_NOT_IN_SAMPLE|GUC_REPORT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
ssl_passphrase_command_supports_reload,bool,PGC_SIGHUP,CONN_AUTH_SSL,Controls whether ssl_passphrase_command is called during server reload.,ssl_passphrase_command_supports_reload,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
ssl_prefer_server_ciphers,bool,PGC_SIGHUP,CONN_AUTH_SSL,Give priority to server ciphersuite order.,SSLPreferServerCiphers,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
ssl_renegotiation_limit,int,PGC_USERSET,COMPAT_OPTIONS_PREVIOUS,SSL renegotiation is no longer supported; this can only be 0.,ssl_renegotiation_limit,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_NO_SHOW_ALL|GUC_UNIT_BLOCKS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
standard_conforming_strings,bool,PGC_USERSET,COMPAT_OPTIONS_PREVIOUS,Causes '...' strings to treat backslashes literally.,standard_conforming_strings,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_REPORT,YES,NONE,PGC_USERSET. No direct C assignments to the GUC backing variable. Parser copies GUC value to scanner state (yyext->standard_conforming_strings). GUC system assigns via standard mechanism. RISK: NONE.
statement_timeout,int,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the maximum allowed duration of any statement.,StatementTimeout,GUC_UNIT_MS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
stats_fetch_consistency,enum,PGC_USERSET,STATS_CUMULATIVE,Sets the consistency of accesses to statistics data.,pgstat_fetch_consistency,,YES,NONE,"PGC_USERSET. Backing var pgstat_fetch_consistency set to NONE in pgstat.c:pgstat_write_statsfile during backend shutdown only. This happens when the process is about to exit, so no state leakage. RISK: NONE."
superuser_reserved_connections,int,PGC_POSTMASTER,CONN_AUTH_SETTINGS,Sets the number of connection slots reserved for superusers.,ReservedBackends,GUC_DISALLOW_IN_|GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED|GUC_UNIT_BLOCKS|GUC_UNIT_MB,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
suppress_nonpg_logs,bool,PGC_SIGHUP,LOGGING_WHAT,Suppresses non-Postgres logs from appearing in the Postgres log file.,suppress_nonpg_logs,GUC_EXPLAIN,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
synchronize_seqscans,bool,PGC_USERSET,COMPAT_OPTIONS_PREVIOUS,Enable synchronized sequential scans.,synchronize_seqscans,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_REPORT,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
synchronous_commit,enum,PGC_USERSET,WAL_SETTINGS,Sets the current transaction's synchronization level.,synchronous_commit,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_USERSET. ""Writes"" are: pg_dump SQL output, server.c -c flag string, subscriptioncmds.c GUC mechanism. All use standard GUC mechanism or are string references. No direct C variable modification. RISK: NONE."
synchronous_standby_names,string,PGC_SIGHUP,REPLICATION_PRIMARY,Number of synchronous standbys and list of names of potential synchronous ones.,SyncRepStandbyNames,GUC_LIST_INPUT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
syslog_facility,enum,PGC_SIGHUP,LOGGING_WHERE,"Sets the syslog ""facility"" to be used when syslog enabled.",syslog_facility,,YES,NONE,"PGC_SIGHUP. The write in elog.c:set_syslog_parameters is to a local static variable in elog.c, not the GUC backing variable. Called from GUC assign hooks. Config reload applies uniformly. RISK: NONE."
syslog_ident,string,PGC_SIGHUP,LOGGING_WHERE,Sets the program name used to identify PostgreSQL messages in syslog.,syslog_ident_str,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL|GUC_REPORT,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
syslog_sequence_numbers,bool,PGC_SIGHUP,LOGGING_WHERE,Add sequence number to syslog messages to avoid duplicate suppression.,syslog_sequence_numbers,GUC_EXPLAIN|GUC_NOT_IN|GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
syslog_split_messages,bool,PGC_SIGHUP,LOGGING_WHERE,Split messages sent to syslog by lines and to fit into 1024 bytes.,syslog_split_messages,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
temp_buffers,int,PGC_USERSET,RESOURCES_MEM,Sets the maximum number of temporary buffers used by each session.,num_temp_buffers,GUC_EXPLAIN|GUC_UNIT_BLOCKS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
temp_file_limit,int,PGC_SUSET,RESOURCES_DISK,Limits the total size of all temporary files used by each process.,temp_file_limit,GUC_UNIT_KB,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
temp_tablespaces,string,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the tablespace(s) to use for temporary tables and sort files.,temp_tablespaces,GUC_DISALLOW_IN_FILE|GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_NOT_IN_SAMPLE|GUC_SUPERUSER_ONLY,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
timezone_abbreviations,string,PGC_USERSET,CLIENT_CONN_LOCALE,Selects a file of time zone abbreviations.,timezone_abbreviations_string,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
trace_lock_oidmin,int,PGC_SUSET,DEVELOPER_OPTIONS,Sets the minimum OID of tables for tracking locks.,Trace_lock_oidmin,GUC_NOT_IN_SAMPLE|GUC_UNIT_MS,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
trace_lock_table,int,PGC_SUSET,DEVELOPER_OPTIONS,Sets the OID of the table with unconditionally lock tracing.,Trace_lock_table,GUC_NOT_IN_SAMPLE|GUC_UNIT_MS,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
trace_locks,bool,PGC_SUSET,DEVELOPER_OPTIONS,Emits information about lock usage.,Trace_locks,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
trace_lwlocks,bool,PGC_SUSET,DEVELOPER_OPTIONS,Emits information about lightweight lock usage.,Trace_lwlocks,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
trace_notify,bool,PGC_USERSET,DEVELOPER_OPTIONS,Generates debugging output for LISTEN and NOTIFY.,Trace_notify,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
trace_recovery_messages,enum,PGC_SIGHUP,DEVELOPER_OPTIONS,Enables logging of recovery-related debugging information.,trace_recovery_messages,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
trace_sort,bool,PGC_USERSET,DEVELOPER_OPTIONS,Emit information about resource usage in sorting.,trace_sort,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_REPORT,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
trace_syncscan,bool,PGC_USERSET,DEVELOPER_OPTIONS,Generate debugging output for synchronized scanning.,trace_syncscan,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_REPORT,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
trace_userlocks,bool,PGC_SUSET,DEVELOPER_OPTIONS,Emits information about user lock usage.,Trace_userlocks,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
track_activities,bool,PGC_SUSET,STATS_CUMULATIVE,Collects information about executing commands.,pgstat_track_activities,,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
track_activity_query_size,int,PGC_POSTMASTER,STATS_CUMULATIVE,"Sets the size reserved for pg_stat_activity.query, in bytes.",pgstat_track_activity_query_size,GUC_NOT_IN_SAMPLE|GUC_UNIT_BYTE|GUC_UNIT_KB|GUC_UNIT_MS,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
track_commit_timestamp,bool,PGC_POSTMASTER,REPLICATION_SENDING,Collects transaction commit time.,track_commit_timestamp,,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
track_counts,bool,PGC_SUSET,STATS_CUMULATIVE,Collects statistics on database activity.,pgstat_track_counts,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
track_functions,enum,PGC_SUSET,STATS_CUMULATIVE,Collects function-level statistics on database activity.,pgstat_track_functions,,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
track_io_timing,bool,PGC_SUSET,STATS_CUMULATIVE,Collects timing statistics for database I/O activity.,track_io_timing,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
track_wal_io_timing,bool,PGC_SUSET,STATS_CUMULATIVE,Collects timing statistics for WAL I/O activity.,track_wal_io_timing,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
transaction_deferrable,bool,PGC_USERSET,CLIENT_CONN_STATEMENT,Whether to defer a read-only serializable transaction until it can be executed with no possible serialization failures.,XactDeferrable,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL,YES,NONE,"PGC_USERSET. Backing var XactDeferrable is directly written in xact.c (StartTransaction resets to DefaultXactDeferrable). SAFE in transaction pooling: at ReadyForQuery(I), XactDeferrable has been reset to DefaultXactDeferrable. No state leakage between pooled connections."
transaction_isolation,enum,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the current transaction's isolation level.,XactIsoLevel,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL|GUC_REPORT,YES,NONE,"PGC_USERSET. Backing var XactIsoLevel is directly written in xact.c (StartTransaction resets to DefaultXactIsoLevel), postinit.c (hot standby), snapbuild.c (logical replication). SAFE in transaction pooling: at ReadyForQuery(I), XactIsoLevel has been reset to DefaultXactIsoLevel. No state leakage between pooled connections."
transaction_read_only,bool,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the current transaction's read-only status.,XactReadOnly,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL,YES,NONE,"PGC_USERSET. Backing var XactReadOnly is directly written in xact.c (StartTransaction, CommitSubTransaction, AbortSubTransaction) and snapbuild.c. SAFE in transaction pooling: connections are only reassigned at ReadyForQuery(I) when no transaction is active. At that point, XactReadOnly has been reset to DefaultXactReadOnly by StartTransaction. The value at pool reassignment time is always the default."
transform_null_equals,bool,PGC_USERSET,COMPAT_OPTIONS_CLIENT,"Treats ""expr=NULL"" as ""expr IS NULL"".",Transform_null_equals,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL|GUC_REPORT,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
unix_socket_directories,string,PGC_POSTMASTER,CONN_AUTH_SETTINGS,Sets the directories where Unix-domain sockets will be created.,Unix_socket_directories,GUC_DISALLOW_IN_AUTO_FILE|GUC_DISALLOW_IN_FILE|GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
unix_socket_group,string,PGC_POSTMASTER,CONN_AUTH_SETTINGS,Sets the owning group of the Unix-domain socket.,Unix_socket_group,GUC_DISALLOW_IN_AUTO_FILE|GUC_DISALLOW_IN_FILE|GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
unix_socket_permissions,int,PGC_POSTMASTER,CONN_AUTH_SETTINGS,Sets the access permissions of the Unix-domain socket.,Unix_socket_permissions,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
update_process_title,bool,PGC_SUSET,PROCESS_TITLE,Updates the process title to show the active SQL command.,update_process_title,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET. Temporarily set to true in ps_status.c:init_ps_display with immediate save/restore (4 lines). Forces one ps title update on startup. Value never leaks. RISK: NONE.
vacuum_cost_delay,real,PGC_USERSET,RESOURCES_VACUUM_DELAY,Vacuum cost delay in milliseconds.,VacuumCostDelay,GUC_UNIT_MS,YES,NONE,PGC_USERSET. Direct writes in autovacuum.c are in autovacuum launcher/worker processes. Not user session code. RISK: NONE.
vacuum_cost_limit,int,PGC_USERSET,RESOURCES_VACUUM_DELAY,Vacuum cost amount available before napping.,VacuumCostLimit,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_USERSET. Direct writes in autovacuum.c are in autovacuum launcher/worker processes (background), not user sessions. RISK: NONE."
vacuum_cost_page_dirty,int,PGC_USERSET,RESOURCES_VACUUM_DELAY,Vacuum cost for a page dirtied by vacuum.,VacuumCostPageDirty,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
vacuum_cost_page_hit,int,PGC_USERSET,RESOURCES_VACUUM_DELAY,Vacuum cost for a page found in the buffer cache.,VacuumCostPageHit,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
vacuum_cost_page_miss,int,PGC_USERSET,RESOURCES_VACUUM_DELAY,Vacuum cost for a page not found in the buffer cache.,VacuumCostPageMiss,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
vacuum_defer_cleanup_age,int,PGC_SIGHUP,REPLICATION_PRIMARY,"Number of transactions by which VACUUM and HOT cleanup should be deferred, if any.",vacuum_defer_cleanup_age,,YES,NONE,"PGC_SIGHUP. ""Write"" is a string in server.c for -c command line flag. Not a direct variable modification. Config reload applies uniformly. RISK: NONE."
vacuum_failsafe_age,int,PGC_USERSET,CLIENT_CONN_STATEMENT,Age at which VACUUM should trigger failsafe to avoid a wraparound outage.,vacuum_failsafe_age,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
vacuum_freeze_min_age,int,PGC_USERSET,CLIENT_CONN_STATEMENT,Minimum age at which VACUUM should freeze a table row.,vacuum_freeze_min_age,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
vacuum_freeze_table_age,int,PGC_USERSET,CLIENT_CONN_STATEMENT,Age at which VACUUM should scan whole table to freeze tuples.,vacuum_freeze_table_age,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
vacuum_multixact_failsafe_age,int,PGC_USERSET,CLIENT_CONN_STATEMENT,Multixact age at which VACUUM should trigger failsafe to avoid a wraparound outage.,vacuum_multixact_failsafe_age,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
vacuum_multixact_freeze_min_age,int,PGC_USERSET,CLIENT_CONN_STATEMENT,Minimum age at which VACUUM should freeze a MultiXactId in a table row.,vacuum_multixact_freeze_min_age,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
